数据ID|资源名称|资源路径|资源包名称|资源名-用于加载
1169|NPC_1028.prefab|Characters/NPC/NPC_1028|0|0
1170|NPC_1031.prefab|Characters/NPC/NPC_1031|0|0
1171|NPC_1032.prefab|Characters/NPC/NPC_1032|0|0
1172|NPC_1034.prefab|Characters/NPC/NPC_1034|0|0
1173|NPC_1035.prefab|Characters/NPC/NPC_1035|0|0
1174|NPC_1037.prefab|Characters/NPC/NPC_1037|0|0
1175|NPC_1038.prefab|Characters/NPC/NPC_1038|0|0
1176|NPC_1040.prefab|Characters/NPC/NPC_1040|0|0
1177|NPC_1041.prefab|Characters/NPC/NPC_1041|0|0
1178|NPC_1044.prefab|Characters/NPC/NPC_1044|0|0
1179|NPC_1047.prefab|Characters/NPC/NPC_1047|0|0
1180|NPC_1049.prefab|Characters/NPC/NPC_1049|0|0
1181|NPC_1050.prefab|Characters/NPC/NPC_1050|0|0
1182|NPC_1051.prefab|Characters/NPC/NPC_1051|0|0
1183|NPC_1054.prefab|Characters/NPC/NPC_1054|0|0
1184|NPC_1056.prefab|Characters/NPC/NPC_1056|0|0
1185|NPC_1057.prefab|Characters/NPC/NPC_1057|0|0
1186|NPC_1058.prefab|Characters/NPC/NPC_1058|0|0
1187|NPC_1059.prefab|Characters/NPC/NPC_1059|0|0
1188|NPC_1060.prefab|Characters/NPC/NPC_1060|0|0
1189|NPC_150001.prefab|Characters/NPC/NPC_150001|0|0
1190|NPC_150002.prefab|Characters/NPC/NPC_150002|0|0
1191|NPC_150003.prefab|Characters/NPC/NPC_150003|0|0
1192|NPC_150004.prefab|Characters/NPC/NPC_150004|0|0
1193|NPC_150005.prefab|Characters/NPC/NPC_150005|0|0
1194|NPC_2007.prefab|Characters/NPC/NPC_2007|0|0
1195|NPC_2008.prefab|Characters/NPC/NPC_2008|0|0
1196|NPC_2009.prefab|Characters/NPC/NPC_2009|0|0
1197|NPC_2010.prefab|Characters/NPC/NPC_2010|0|0
1198|NPC_2011.prefab|Characters/NPC/NPC_2011|0|0
1199|NPC_2016.prefab|Characters/NPC/NPC_2016|0|0
1200|NPC_2017.prefab|Characters/NPC/NPC_2017|0|0
1201|NPC_2050.prefab|Characters/NPC/NPC_2050|0|0
1202|NPC_2050_dizuo.prefab|Characters/NPC/NPC_2050_dizuo|0|0
1203|NPC_2051.prefab|Characters/NPC/NPC_2051|0|0
1204|NPC_2051_dizuo.prefab|Characters/NPC/NPC_2051_dizuo|0|0
1205|DafaultCharacter.prefab|Characters/DafaultCharacter|0|0
1206|se_hi.mp3|Default/se/se_hi|0|0
1207|MogoDefaultUI.prefab|Default/MogoDefaultUI|0|0
1208|MogoForwardLoadingUI.mat|Default/MogoForwardLoadingUI|0|0
1209|MogoForwardLoadingUI.prefab|Default/MogoForwardLoadingUI|0|0
1210|FontMa.mat|Font/FontMa|0|0
1211|FontMsyh.prefab|Font/FontMsyh|0|0
1212|FontMsyh2.prefab|Font/FontMsyh2|0|0
1213|FontMsyh3.prefab|Font/FontMsyh3|0|0
1214|FZY4JW.TTF|Font/FZY4JW|0|0
1215|TeachFontMat.mat|Font/TeachFontMat|0|0
1216|TeachFontMsyh.prefab|Font/TeachFontMsyh|0|0
1217|10102_Altar02_die.anim|Fx/fx_anim/10102_Altar02_die|0|0
1218|10102_Altar02_hit.anim|Fx/fx_anim/10102_Altar02_hit|0|0
1219|10102_Altar02_idle.anim|Fx/fx_anim/10102_Altar02_idle|0|0
1220|10102_jitanUp.anim|Fx/fx_anim/10102_jitanUp|0|0
1221|10107_DoorBK.anim|Fx/fx_anim/10107_DoorBK|0|0
1222|10107_DoorHit.anim|Fx/fx_anim/10107_DoorHit|0|0
1223|10107_DoorStd.anim|Fx/fx_anim/10107_DoorStd|0|0
1224|10506_PlatAllDown.anim|Fx/fx_anim/10506_PlatAllDown|0|0
1225|chest_epic_close.anim|Fx/fx_anim/chest_epic_close|0|0
1226|chest_epic_idle.anim|Fx/fx_anim/chest_epic_idle|0|0
1227|chest_epic_open.anim|Fx/fx_anim/chest_epic_open|0|0
1228|chest_medium_close.anim|Fx/fx_anim/chest_medium_close|0|0
1229|chest_medium_idle.anim|Fx/fx_anim/chest_medium_idle|0|0
1230|chest_medium_open.anim|Fx/fx_anim/chest_medium_open|0|0
1231|fx_NPC_1024_die.anim|Fx/fx_anim/fx_NPC_1024_die|0|0
1232|fx_scene_stop.anim|Fx/fx_anim/fx_scene_stop|0|0
1233|sandglass_die.anim|Fx/fx_anim/sandglass_die|0|0
1234|sandglass_hit.anim|Fx/fx_anim/sandglass_hit|0|0
1235|sandglass_idle.anim|Fx/fx_anim/sandglass_idle|0|0
1236|fx_scene_leaf01.prefab|Fx/fx_gear/fx_scene_leaf01|0|0
1237|fx_scene_leaf02.prefab|Fx/fx_gear/fx_scene_leaf02|0|0
1238|fx_scene_magma_98.prefab|Fx/fx_gear/fx_scene_magma_98|0|0
1239|fx_scene_magma_99.prefab|Fx/fx_gear/fx_scene_magma_99|0|0
1240|fx_scene_stop.prefab|Fx/fx_gear/fx_scene_stop|0|0
1241|fx_article_drop01_green.prefab|Fx/fx_item/fx_article_drop01_green|0|0
1242|fx_article_drop02_blue.prefab|Fx/fx_item/fx_article_drop02_blue|0|0
1243|fx_article_drop03_orange.prefab|Fx/fx_item/fx_article_drop03_orange|0|0
1244|fx_article_drop04_purple.prefab|Fx/fx_item/fx_article_drop04_purple|0|0
1245|fx_article_pickup.prefab|Fx/fx_item/fx_article_pickup|0|0
1246|fx_article_vanish.prefab|Fx/fx_item/fx_article_vanish|0|0
1247|particle_1059_attack1_1.prefab|Fx/fx_prefab/14/particle_1059_attack1_1|0|0
1248|particle_1059_born_1.prefab|Fx/fx_prefab/14/particle_1059_born_1|0|0
1249|particle_1059_die_1.prefab|Fx/fx_prefab/14/particle_1059_die_1|0|0
1250|particle_1059_skill1_1.prefab|Fx/fx_prefab/14/particle_1059_skill1_1|0|0
1251|particle_1059_skill1_2.prefab|Fx/fx_prefab/14/particle_1059_skill1_2|0|0
1252|particle_1040_attack1_1.prefab|Fx/fx_prefab/15/particle_1040_attack1_1|0|0
1253|particle_1040_born.prefab|Fx/fx_prefab/15/particle_1040_born|0|0
1254|particle_1040_die_1.prefab|Fx/fx_prefab/15/particle_1040_die_1|0|0
1255|particle_1040_skill1_1.prefab|Fx/fx_prefab/15/particle_1040_skill1_1|0|0
1256|particle_1028_attack1.prefab|Fx/fx_prefab/17/particle_1028_attack1|0|0
1257|particle_1028_die_1.prefab|Fx/fx_prefab/17/particle_1028_die_1|0|0
1258|particle_1028_skill1.prefab|Fx/fx_prefab/17/particle_1028_skill1|0|0
1259|uv_skill_1.anim|Fx/fx_prefab/17/uv_skill_1|0|0
1260|particle_2_attack1_01.prefab|Fx/fx_prefab/2/particle_2_attack1_01|0|0
1261|particle_2_attack1_02.prefab|Fx/fx_prefab/2/particle_2_attack1_02|0|0
1262|particle_2_attack1_03.prefab|Fx/fx_prefab/2/particle_2_attack1_03|0|0
1263|particle_2_born.prefab|Fx/fx_prefab/2/particle_2_born|0|0
1264|particle_2_skill1_01.prefab|Fx/fx_prefab/2/particle_2_skill1_01|0|0
1265|particle_2_skill1_02.prefab|Fx/fx_prefab/2/particle_2_skill1_02|0|0
1266|particle_2_skill1_hit.prefab|Fx/fx_prefab/2/particle_2_skill1_hit|0|0
1267|particle_1058_attack1_1.prefab|Fx/fx_prefab/20/particle_1058_attack1_1|0|0
1268|particle_1058_attack1_1_uv.anim|Fx/fx_prefab/20/particle_1058_attack1_1_uv|0|0
1269|particle_1058_born_1.prefab|Fx/fx_prefab/20/particle_1058_born_1|0|0
1270|particle_1058_die_1.prefab|Fx/fx_prefab/20/particle_1058_die_1|0|0
1271|particle_1058_skill1_1.prefab|Fx/fx_prefab/20/particle_1058_skill1_1|0|0
1272|particle_1058_skill1_2.prefab|Fx/fx_prefab/20/particle_1058_skill1_2|0|0
1273|particle_1060_born_1.prefab|Fx/fx_prefab/20/particle_1060_born_1|0|0
1274|particle_1060_skill1_1.prefab|Fx/fx_prefab/20/particle_1060_skill1_1|0|0
1275|particle_1060_skill1_2.prefab|Fx/fx_prefab/20/particle_1060_skill1_2|0|0
1276|particle_2008_born_1.prefab|Fx/fx_prefab/2008/particle_2008_born_1|0|0
1277|particle_2008_die_1.prefab|Fx/fx_prefab/2008/particle_2008_die_1|0|0
1278|particle_2008_skill1_1.prefab|Fx/fx_prefab/2008/particle_2008_skill1_1|0|0
1279|particle_2008_skill2_1.prefab|Fx/fx_prefab/2008/particle_2008_skill2_1|0|0
1280|particle_2008_skill2_2.prefab|Fx/fx_prefab/2008/particle_2008_skill2_2|0|0
1281|particle_2008_skill3_1.prefab|Fx/fx_prefab/2008/particle_2008_skill3_1|0|0
1282|particle_2008_skill3_2.prefab|Fx/fx_prefab/2008/particle_2008_skill3_2|0|0
1283|particle_2008_skill4_1.prefab|Fx/fx_prefab/2008/particle_2008_skill4_1|0|0
1284|particle_2008_skill4_1_2.prefab|Fx/fx_prefab/2008/particle_2008_skill4_1_2|0|0
1285|particle_2008_skill5_1.prefab|Fx/fx_prefab/2008/particle_2008_skill5_1|0|0
1286|particle_2008_skill5_2.prefab|Fx/fx_prefab/2008/particle_2008_skill5_2|0|0
1287|particle_2008_skill6_1.prefab|Fx/fx_prefab/2008/particle_2008_skill6_1|0|0
1288|particle_2008_skill7_1.prefab|Fx/fx_prefab/2008/particle_2008_skill7_1|0|0
1289|particle_2008_skill8_1.prefab|Fx/fx_prefab/2008/particle_2008_skill8_1|0|0
1290|skill1_uv.anim|Fx/fx_prefab/2008/skill1_uv|0|0
1291|skill4_8m.anim|Fx/fx_prefab/2008/skill4_8m|0|0
1292|skill5_8m.anim|Fx/fx_prefab/2008/skill5_8m|0|0
1293|skill7_uv.anim|Fx/fx_prefab/2008/skill7_uv|0|0
1294|born_earth.anim|Fx/fx_prefab/2009/born_earth|0|0
1295|particle_2009_born_1.prefab|Fx/fx_prefab/2009/particle_2009_born_1|0|0
1296|particle_2009_die_1.prefab|Fx/fx_prefab/2009/particle_2009_die_1|0|0
1297|particle_2009_die_2.prefab|Fx/fx_prefab/2009/particle_2009_die_2|0|0
1298|particle_2009_skill_1.prefab|Fx/fx_prefab/2009/particle_2009_skill_1|0|0
1299|particle_2009_skill_2.prefab|Fx/fx_prefab/2009/particle_2009_skill_2|0|0
1300|particle_2009_skill_3.prefab|Fx/fx_prefab/2009/particle_2009_skill_3|0|0
1301|particle_2009_skill_4.prefab|Fx/fx_prefab/2009/particle_2009_skill_4|0|0
1302|particle_2009_skill_5.prefab|Fx/fx_prefab/2009/particle_2009_skill_5|0|0
1303|particle_2009_skill_6.prefab|Fx/fx_prefab/2009/particle_2009_skill_6|0|0
1304|particle_2009_skill_7.prefab|Fx/fx_prefab/2009/particle_2009_skill_7|0|0
1305|wall_2009.anim|Fx/fx_prefab/2009/wall_2009|0|0
1306|2017_die_mat.anim|Fx/fx_prefab/2017/2017_die_mat|0|0
1307|particle_2017_born_01_pattern_1.prefab|Fx/fx_prefab/2017/particle_2017_born_01_pattern_1|0|0
1308|particle_2017_die_1.prefab|Fx/fx_prefab/2017/particle_2017_die_1|0|0
1309|particle_2017_die_1_old.prefab|Fx/fx_prefab/2017/particle_2017_die_1_old|0|0
1310|particle_2017_skill1_1.prefab|Fx/fx_prefab/2017/particle_2017_skill1_1|0|0
1311|particle_2017_skill2_1.prefab|Fx/fx_prefab/2017/particle_2017_skill2_1|0|0
1312|particle_2017_skill2_2.prefab|Fx/fx_prefab/2017/particle_2017_skill2_2|0|0
1313|particle_2017_skill3_1.prefab|Fx/fx_prefab/2017/particle_2017_skill3_1|0|0
1314|particle_2017_skill3_2.prefab|Fx/fx_prefab/2017/particle_2017_skill3_2|0|0
1315|particle_2017_skill4_1.prefab|Fx/fx_prefab/2017/particle_2017_skill4_1|0|0
1316|particle_2017_skill5_1.prefab|Fx/fx_prefab/2017/particle_2017_skill5_1|0|0
1317|particle_2017_skill6_1.prefab|Fx/fx_prefab/2017/particle_2017_skill6_1|0|0
1318|particle_2017_skill7_1.prefab|Fx/fx_prefab/2017/particle_2017_skill7_1|0|0
1319|skill_npc_1013_0.prefab|Fx/fx_prefab/2017/skill_npc_1013_0|0|0
1320|skill_npc_1013_1.prefab|Fx/fx_prefab/2017/skill_npc_1013_1|0|0
1321|skill_npc_1013_3.prefab|Fx/fx_prefab/2017/skill_npc_1013_3|0|0
1322|skill_npc_1013_32.prefab|Fx/fx_prefab/2017/skill_npc_1013_32|0|0
1323|skill_npc_1014_0.prefab|Fx/fx_prefab/2017/skill_npc_1014_0|0|0
1324|skill_npc_1014_1.prefab|Fx/fx_prefab/2017/skill_npc_1014_1|0|0
1325|skill_npc_1014_3.prefab|Fx/fx_prefab/2017/skill_npc_1014_3|0|0
1326|skill_npc_1014_32.prefab|Fx/fx_prefab/2017/skill_npc_1014_32|0|0
1327|skill_npc_1050_32.prefab|Fx/fx_prefab/2017/skill_npc_1050_32|0|0
1328|particle_3_attack1_01.prefab|Fx/fx_prefab/3/particle_3_attack1_01|0|0
1329|particle_3_attack1_02.prefab|Fx/fx_prefab/3/particle_3_attack1_02|0|0
1330|particle_3_born_01.prefab|Fx/fx_prefab/3/particle_3_born_01|0|0
1331|particle_3_skill1.prefab|Fx/fx_prefab/3/particle_3_skill1|0|0
1332|uv_attack1.anim|Fx/fx_prefab/3/uv_attack1|0|0
1333|uv_die.anim|Fx/fx_prefab/3/uv_die|0|0
1334|fx_10101_gate01_reverse.prefab|Fx/fx_prefab/fx_10101_gate01_reverse|0|0
1335|fx_10101_gate01_reverse2.prefab|Fx/fx_prefab/fx_10101_gate01_reverse2|0|0
1336|fx_buff_cure.prefab|Fx/fx_prefab/fx_buff_cure|0|0
1337|fx_cg_baidian.prefab|Fx/fx_prefab/fx_cg_baidian|0|0
1338|fx_cg_dimianguan_zi.prefab|Fx/fx_prefab/fx_cg_dimianguan_zi|0|0
1339|fx_cg_dimianguan_zi_huang.prefab|Fx/fx_prefab/fx_cg_dimianguan_zi_huang|0|0
1340|fx_cg_heiyan.prefab|Fx/fx_prefab/fx_cg_heiyan|0|0
1341|fx_cg_kuosan.prefab|Fx/fx_prefab/fx_cg_kuosan|0|0
1342|fx_debuff_charm.prefab|Fx/fx_prefab/fx_debuff_charm|0|0
1343|fx_debuff_fetter.prefab|Fx/fx_prefab/fx_debuff_fetter|0|0
1344|fx_debuff_slow.prefab|Fx/fx_prefab/fx_debuff_slow|0|0
1345|fx_debuff_swim.prefab|Fx/fx_prefab/fx_debuff_swim|0|0
1346|fx_fbx_aerolite01.prefab|Fx/fx_prefab/fx_fbx_aerolite01|0|0
1347|fx_fbx_aerolite02.prefab|Fx/fx_prefab/fx_fbx_aerolite02|0|0
1348|fx_fbx_aerolite_ground.prefab|Fx/fx_prefab/fx_fbx_aerolite_ground|0|0
1349|fx_fbx_aerolite_ground_hui.prefab|Fx/fx_prefab/fx_fbx_aerolite_ground_hui|0|0
1350|fx_fbx_aerolite_ground_pian.prefab|Fx/fx_prefab/fx_fbx_aerolite_ground_pian|0|0
1351|fx_jiaodi.prefab|Fx/fx_prefab/fx_jiaodi|0|0
1352|fx_jitan_new.prefab|Fx/fx_prefab/fx_jitan_new|0|0
1353|fx_jitan_new_baozha.prefab|Fx/fx_prefab/fx_jitan_new_baozha|0|0
1354|fx_jitan_new_daijizhiyin.prefab|Fx/fx_prefab/fx_jitan_new_daijizhiyin|0|0
1355|fx_jitan_new_shouji.prefab|Fx/fx_prefab/fx_jitan_new_shouji|0|0
1356|fx_jqqd.prefab|Fx/fx_prefab/fx_jqqd|0|0
1357|fx_renwu_shengji.prefab|Fx/fx_prefab/fx_renwu_shengji|0|0
1358|fx_renwu_wancheng.prefab|Fx/fx_prefab/fx_renwu_wancheng|0|0
1359|fx_Sandglass_chuansong.prefab|Fx/fx_prefab/fx_Sandglass_chuansong|0|0
1360|fx_Sandglass_chuansong2.prefab|Fx/fx_prefab/fx_Sandglass_chuansong2|0|0
1361|fx_Sandglass_daiji.prefab|Fx/fx_prefab/fx_Sandglass_daiji|0|0
1362|fx_Sandglass_explode.prefab|Fx/fx_prefab/fx_Sandglass_explode|0|0
1363|fx_Sandglass_hit.prefab|Fx/fx_prefab/fx_Sandglass_hit|0|0
1364|fx_Sandglass_shizhong.prefab|Fx/fx_prefab/fx_Sandglass_shizhong|0|0
1365|fx_Sandglass_zouni.prefab|Fx/fx_prefab/fx_Sandglass_zouni|0|0
1366|fx_scenes_cannon01.prefab|Fx/fx_prefab/fx_scenes_cannon01|0|0
1367|fx_scenes_cannon_blast.prefab|Fx/fx_prefab/fx_scenes_cannon_blast|0|0
1368|fx_scenes_hajt_daiji.prefab|Fx/fx_prefab/fx_scenes_hajt_daiji|0|0
1369|fx_scenes_hajt_die.prefab|Fx/fx_prefab/fx_scenes_hajt_die|0|0
1370|fx_scenes_hajt_hit.prefab|Fx/fx_prefab/fx_scenes_hajt_hit|0|0
1371|fx_scenes_long01.prefab|Fx/fx_prefab/fx_scenes_long01|0|0
1372|fx_scene_10101_gate01.prefab|Fx/fx_prefab/fx_scene_10101_gate01|0|0
1373|fx_scene_dilei.prefab|Fx/fx_prefab/fx_scene_dilei|0|0
1374|fx_scene_gudingbaozha.prefab|Fx/fx_prefab/fx_scene_gudingbaozha|0|0
1375|fx_scene_gudinghuo.prefab|Fx/fx_prefab/fx_scene_gudinghuo|0|0
1376|fx_scene_gudinghuo02.prefab|Fx/fx_prefab/fx_scene_gudinghuo02|0|0
1377|fx_scene_gudinghuo_pian.prefab|Fx/fx_prefab/fx_scene_gudinghuo_pian|0|0
1378|fx_scene_huoyan.prefab|Fx/fx_prefab/fx_scene_huoyan|0|0
1379|fx_scene_huoyu.prefab|Fx/fx_prefab/fx_scene_huoyu|0|0
1380|fx_scene_shijianhuilang.prefab|Fx/fx_prefab/fx_scene_shijianhuilang|0|0
1381|fx_scene_stop_wan.prefab|Fx/fx_prefab/fx_scene_stop_wan|0|0
1382|fx_skill_warning.prefab|Fx/fx_prefab/fx_skill_warning|0|0
1383|fx_slzt_csm.prefab|Fx/fx_prefab/fx_slzt_csm|0|0
1384|fx_ui_anliuzhuanquan.prefab|Fx/fx_prefab/fx_ui_anliuzhuanquan|0|0
1385|fx_ui_baoxiangxingxing.prefab|Fx/fx_prefab/fx_ui_baoxiangxingxing|0|0
1386|fx_ui_gem.prefab|Fx/fx_prefab/fx_ui_gem|0|0
1387|fx_ui_hits.prefab|Fx/fx_prefab/fx_ui_hits|0|0
1388|fx_ui_icon_open.prefab|Fx/fx_prefab/fx_ui_icon_open|0|0
1389|fx_ui_jiazai.prefab|Fx/fx_prefab/fx_ui_jiazai|0|0
1390|fx_ui_lianjing.prefab|Fx/fx_prefab/fx_ui_lianjing|0|0
1391|fx_ui_longjing.prefab|Fx/fx_prefab/fx_ui_longjing|0|0
1392|fx_ui_longjing_shuangguang.prefab|Fx/fx_prefab/fx_ui_longjing_shuangguang|0|0
1393|fx_ui_longyujiemian_jb.prefab|Fx/fx_prefab/fx_ui_longyujiemian_jb|0|0
1394|fx_ui_longyujiemian_qiu.prefab|Fx/fx_prefab/fx_ui_longyujiemian_qiu|0|0
1395|fx_ui_skill_yes.prefab|Fx/fx_prefab/fx_ui_skill_yes|0|0
1396|fx_ui_strengthen.prefab|Fx/fx_prefab/fx_ui_strengthen|0|0
1397|fx_ui_strengthen_jdt.prefab|Fx/fx_prefab/fx_ui_strengthen_jdt|0|0
1398|fx_ui_time_reverse.prefab|Fx/fx_prefab/fx_ui_time_reverse|0|0
1399|fx_ui_time_warp.prefab|Fx/fx_prefab/fx_ui_time_warp|0|0
1400|fx_upgrade.prefab|Fx/fx_prefab/fx_upgrade|0|0
1401|skill_101_blade_attack_1.prefab|Fx/fx_prefab/skill_101_blade_attack_1|0|0
1402|skill_101_blade_attack_2.prefab|Fx/fx_prefab/skill_101_blade_attack_2|0|0
1403|skill_101_blade_attack_3.prefab|Fx/fx_prefab/skill_101_blade_attack_3|0|0
1404|skill_101_blade_powerattack_1.prefab|Fx/fx_prefab/skill_101_blade_powerattack_1|0|0
1405|skill_101_blade_powerattack_2.prefab|Fx/fx_prefab/skill_101_blade_powerattack_2|0|0
1406|skill_101_blade_powerattack_3.prefab|Fx/fx_prefab/skill_101_blade_powerattack_3|0|0
1407|skill_101_fist_attack_1.prefab|Fx/fx_prefab/skill_101_fist_attack_1|0|0
1408|skill_101_fist_attack_2.prefab|Fx/fx_prefab/skill_101_fist_attack_2|0|0
1409|skill_101_fist_attack_3.prefab|Fx/fx_prefab/skill_101_fist_attack_3|0|0
1410|skill_101_fist_powerattack_1.prefab|Fx/fx_prefab/skill_101_fist_powerattack_1|0|0
1411|skill_101_fist_powerattack_2.prefab|Fx/fx_prefab/skill_101_fist_powerattack_2|0|0
1412|skill_101_fist_powerattack_3.prefab|Fx/fx_prefab/skill_101_fist_powerattack_3|0|0
1413|skill_101_powercharge_loop.prefab|Fx/fx_prefab/skill_101_powercharge_loop|0|0
1414|skill_101_rush_1.prefab|Fx/fx_prefab/skill_101_rush_1|0|0
1415|skill_101_rush_2.prefab|Fx/fx_prefab/skill_101_rush_2|0|0
1416|skill_101_rush_3.prefab|Fx/fx_prefab/skill_101_rush_3|0|0
1417|skill_101_skill_1_01.prefab|Fx/fx_prefab/skill_101_skill_1_01|0|0
1418|skill_101_skill_1_02.prefab|Fx/fx_prefab/skill_101_skill_1_02|0|0
1419|skill_101_skill_1_03.prefab|Fx/fx_prefab/skill_101_skill_1_03|0|0
1420|skill_101_skill_1_03_v.prefab|Fx/fx_prefab/skill_101_skill_1_03_v|0|0
1421|skill_101_skill_2_01.prefab|Fx/fx_prefab/skill_101_skill_2_01|0|0
1422|skill_101_skill_2_02.prefab|Fx/fx_prefab/skill_101_skill_2_02|0|0
1423|skill_101_skill_2_03.prefab|Fx/fx_prefab/skill_101_skill_2_03|0|0
1424|skill_101_xuanren01.prefab|Fx/fx_prefab/skill_101_xuanren01|0|0
1425|skill_1024_attack_1.prefab|Fx/fx_prefab/skill_1024_attack_1|0|0
1426|skill_1024_attack_1_fly.prefab|Fx/fx_prefab/skill_1024_attack_1_fly|0|0
1427|skill_1024_attack_2.prefab|Fx/fx_prefab/skill_1024_attack_2|0|0
1428|skill_1024_magic_boby.prefab|Fx/fx_prefab/skill_1024_magic_boby|0|0
1429|skill_1024_skill_1.prefab|Fx/fx_prefab/skill_1024_skill_1|0|0
1430|skill_102_fan_attack_1.prefab|Fx/fx_prefab/skill_102_fan_attack_1|0|0
1431|skill_102_fan_attack_2.prefab|Fx/fx_prefab/skill_102_fan_attack_2|0|0
1432|skill_102_fan_attack_3.prefab|Fx/fx_prefab/skill_102_fan_attack_3|0|0
1433|skill_102_fan_powerattack_1.prefab|Fx/fx_prefab/skill_102_fan_powerattack_1|0|0
1434|skill_102_fan_powerattack_2.prefab|Fx/fx_prefab/skill_102_fan_powerattack_2|0|0
1435|skill_102_fan_powerattack_3.prefab|Fx/fx_prefab/skill_102_fan_powerattack_3|0|0
1436|skill_102_fan_skill_1_01.prefab|Fx/fx_prefab/skill_102_fan_skill_1_01|0|0
1437|skill_102_fan_skill_1_02.prefab|Fx/fx_prefab/skill_102_fan_skill_1_02|0|0
1438|skill_102_fan_skill_1_debuff.prefab|Fx/fx_prefab/skill_102_fan_skill_1_debuff|0|0
1439|skill_102_fan_skill_2_01.prefab|Fx/fx_prefab/skill_102_fan_skill_2_01|0|0
1440|skill_102_fan_skill_2_02.prefab|Fx/fx_prefab/skill_102_fan_skill_2_02|0|0
1441|skill_102_fan_skill_2_03.prefab|Fx/fx_prefab/skill_102_fan_skill_2_03|0|0
1442|skill_102_powercharge_loop.prefab|Fx/fx_prefab/skill_102_powercharge_loop|0|0
1443|skill_102_resh_trap.prefab|Fx/fx_prefab/skill_102_resh_trap|0|0
1444|skill_102_rush_1.prefab|Fx/fx_prefab/skill_102_rush_1|0|0
1445|skill_102_rush_2.prefab|Fx/fx_prefab/skill_102_rush_2|0|0
1446|skill_102_staff_attack_1.prefab|Fx/fx_prefab/skill_102_staff_attack_1|0|0
1447|skill_102_staff_attack_1_s1r.prefab|Fx/fx_prefab/skill_102_staff_attack_1_s1r|0|0
1448|skill_102_staff_attack_2.prefab|Fx/fx_prefab/skill_102_staff_attack_2|0|0
1449|skill_102_staff_attack_3.prefab|Fx/fx_prefab/skill_102_staff_attack_3|0|0
1450|skill_102_staff_attack_3_s1.prefab|Fx/fx_prefab/skill_102_staff_attack_3_s1|0|0
1451|skill_102_staff_powerattack_1.prefab|Fx/fx_prefab/skill_102_staff_powerattack_1|0|0
1452|skill_102_staff_powerattack_2.prefab|Fx/fx_prefab/skill_102_staff_powerattack_2|0|0
1453|skill_102_staff_powerattack_3.prefab|Fx/fx_prefab/skill_102_staff_powerattack_3|0|0
1454|skill_102_staff_powercharge_loop.prefab|Fx/fx_prefab/skill_102_staff_powercharge_loop|0|0
1455|skill_102_staff_skill_2_01.prefab|Fx/fx_prefab/skill_102_staff_skill_2_01|0|0
1456|skill_102_staff_skill_2_02.prefab|Fx/fx_prefab/skill_102_staff_skill_2_02|0|0
1457|skill_102_staff_skill_2_03.prefab|Fx/fx_prefab/skill_102_staff_skill_2_03|0|0
1458|skill_102_xuanren01.prefab|Fx/fx_prefab/skill_102_xuanren01|0|0
1459|skill_102_xuanren01_wuqi.prefab|Fx/fx_prefab/skill_102_xuanren01_wuqi|0|0
1460|skill_103_bow_attack_1.prefab|Fx/fx_prefab/skill_103_bow_attack_1|0|0
1461|skill_103_bow_attack_3.prefab|Fx/fx_prefab/skill_103_bow_attack_3|0|0
1462|skill_103_bow_powerattack_1.prefab|Fx/fx_prefab/skill_103_bow_powerattack_1|0|0
1463|skill_103_bow_powerattack_2.prefab|Fx/fx_prefab/skill_103_bow_powerattack_2|0|0
1464|skill_103_bow_powerattack_3.prefab|Fx/fx_prefab/skill_103_bow_powerattack_3|0|0
1465|skill_103_bow_powercharge_loop.prefab|Fx/fx_prefab/skill_103_bow_powercharge_loop|0|0
1466|skill_103_bow_rush_1.prefab|Fx/fx_prefab/skill_103_bow_rush_1|0|0
1467|skill_103_bow_rush_ctrap.prefab|Fx/fx_prefab/skill_103_bow_rush_ctrap|0|0
1468|skill_103_bow_skill_1_01.prefab|Fx/fx_prefab/skill_103_bow_skill_1_01|0|0
1469|skill_103_bow_skill_1_02.prefab|Fx/fx_prefab/skill_103_bow_skill_1_02|0|0
1470|skill_103_bow_skill_2_01.prefab|Fx/fx_prefab/skill_103_bow_skill_2_01|0|0
1471|skill_103_bow_skill_2_02.prefab|Fx/fx_prefab/skill_103_bow_skill_2_02|0|0
1472|skill_103_gun_attack_1.prefab|Fx/fx_prefab/skill_103_gun_attack_1|0|0
1473|skill_103_gun_attack_3.prefab|Fx/fx_prefab/skill_103_gun_attack_3|0|0
1474|skill_103_gun_powerattack_1.prefab|Fx/fx_prefab/skill_103_gun_powerattack_1|0|0
1475|skill_103_gun_powerattack_2.prefab|Fx/fx_prefab/skill_103_gun_powerattack_2|0|0
1476|skill_103_gun_powerattack_3.prefab|Fx/fx_prefab/skill_103_gun_powerattack_3|0|0
1477|skill_103_gun_rush_1.prefab|Fx/fx_prefab/skill_103_gun_rush_1|0|0
1478|skill_103_gun_rush_ctrap.prefab|Fx/fx_prefab/skill_103_gun_rush_ctrap|0|0
1479|skill_103_gun_skill_1_01.prefab|Fx/fx_prefab/skill_103_gun_skill_1_01|0|0
1480|skill_103_gun_skill_1_03.prefab|Fx/fx_prefab/skill_103_gun_skill_1_03|0|0
1481|skill_103_gun_skill_2_01-1.prefab|Fx/fx_prefab/skill_103_gun_skill_2_01-1|0|0
